,PLR_ID,public_tra,eating,culture,community,health_car,public_ser,education,outdoor_fa,outdoor_le,night_life,water,mig_rate,ave_rent,social_hou,public_hou,five_y_pls,rent_to_pr,dyn_r_to_p,sales,dyn_sales,unemployme,welfare,child_pov,dyn_unempl,dyn_welfar,dyn_child,B_1940,B_1941_199,B_1991_201,vegpm20,other_sch,vocat_sch,primary_sc,Gymnasium,secon_sch,priv_schoo,sp_nee_sch,kita,stations,HK_EU15,HK_EU28,HK_Polen,HK_EheJug,HK_EheSU,HK_Turk,HK_Arab,HK_Sonst,HK_NZOrd,Cluster,Clusters,PLR_NAME,BZR_NAME,Bezirk
264,9100306,80,6,0,1,0,13,0,33,2,2,0,30.69,10.72,0.6,18.71,65.15,0.91,35.07,0.55,36.0,3.3,7.52,22.49,2.42,4.55,15.2,22.87,28.71,48.42,3.91,0,1,1,1,1,0,0,4,0,4.95,19.16,9.37,12.05,3.55,18.51,25.83,11.63,9.26,2,"average social index, average migration rate",Späthsfelde,Baumschulenweg,Treptow-Köpenick
265,3400724,90,25,0,1,19,18,0,108,13,4,2,17.64,10.51,1.65,20.24,66.11,1.64,45.51,0.45,29.44,3.65,7.35,15.41,0.81,-0.5,-0.42,71.58,25.71,2.71,3.41,0,0,3,0,1,4,2,26,11,22.08,42.9,10.19,3.33,12.28,3.61,7.66,27.59,2.63,0,"high social index, low migration rate",Wolfshagener Straße,Pankow Zentrum,Pankow
266,1200628,155,63,2,1,16,19,0,717,3,7,11,42.43,14.54,6.67,4.47,59.12,1.19,87.13,0.84,52.34,2.97,8.43,13.39,-0.42,-0.61,-0.93,31.32,40.76,27.93,1.99,0,1,3,0,0,0,0,16,9,18.19,38.32,10.1,2.84,8.31,12.24,8.98,24.1,5.21,2,"average social index, average migration rate",Lüneburger Straße,Moabit Ost,Mitte
267,8401241,149,18,0,0,10,13,0,70,6,3,1,36.35,7.9,18.56,9.79,73.55,0.03,12.52,0.2,10.67,3.04,5.55,15.93,0.77,0.29,1.84,15.45,68.88,15.67,2.05,0,1,2,0,2,0,1,16,2,6.18,21.84,8.84,12.01,3.21,27.71,10.75,10.27,14.2,2,"average social index, average migration rate",Blumenviertel,Rudow,Neukölln
268,4400726,146,41,1,1,38,25,0,61,4,9,4,42.58,12.38,7.94,9.0,68.31,0.74,48.29,0.9,57.84,2.36,6.58,12.15,0.79,0.75,4.54,29.67,50.73,19.6,4.72,0,0,1,2,1,1,0,16,3,17.81,35.66,6.67,2.15,18.99,5.8,5.03,26.9,5.48,2,"average social index, average migration rate",Bismarckallee,Grunewald,Charlottenburg-Wilmersdorf
269,12400618,39,6,1,0,2,15,0,21,1,2,0,14.28,10.79,2.88,1.69,76.86,0.14,5.92,0.16,10.56,1.1,3.43,6.09,-0.12,-0.09,-1.32,44.59,46.38,9.03,12.17,0,0,0,0,0,2,0,6,2,19.85,41.45,13.86,3.27,7.87,10.26,7.59,22.36,7.19,0,"high social index, low migration rate",Heiligensee Nord,West 2 - Heiligensee/Konradshöhe,Reinickendorf
270,11300618,42,22,0,1,20,18,1,159,4,12,4,30.19,8.74,0.59,32.68,62.08,0.45,11.37,0.07,7.56,4.02,8.73,26.46,1.02,-0.72,-0.01,38.36,59.9,1.74,2.37,0,0,2,1,0,2,1,23,8,7.78,21.9,5.69,3.57,24.21,2.99,10.27,34.38,2.68,2,"average social index, average migration rate",Storkower Bogen,Fennpfuhl,Lichtenberg
271,6100102,144,108,3,1,137,33,3,110,2,24,2,36.45,10.8,2.0,1.39,67.92,0.99,55.24,0.98,60.48,3.2,6.13,13.1,0.53,-0.66,0.15,72.53,23.64,3.83,2.77,0,0,3,3,1,2,1,32,4,17.48,34.87,7.95,6.26,9.19,9.54,7.57,27.77,4.8,2,"average social index, average migration rate",Schloßstraße,Schloßstraße,Steglitz-Zehlendorf
272,1400941,101,23,3,0,20,18,0,46,1,24,0,43.38,9.6,5.88,15.22,61.66,1.04,68.89,0.53,43.51,7.03,14.0,42.35,2.21,-1.73,-2.73,17.46,81.19,1.35,3.42,0,0,1,1,1,0,0,25,3,10.35,31.25,11.58,6.73,4.92,20.38,12.15,15.86,8.7,3,"somewhat low social index, average migration rate",Londoner Straße,Parkviertel,Mitte
273,8100313,70,52,5,4,21,10,0,158,1,36,0,38.01,11.52,6.72,9.57,62.9,1.4,98.63,0.49,41.43,8.18,16.62,39.24,2.15,-2.91,-8.62,73.62,26.37,0.01,3.0,0,0,2,1,2,1,1,31,0,17.83,32.08,8.3,7.29,5.2,21.4,10.67,13.71,9.65,3,"somewhat low social index, average migration rate",Bouchéstraße,Reuterstraße,Neukölln
274,1100416,126,289,14,6,28,26,1,147,18,83,10,40.42,16.16,1.88,16.67,56.73,1.54,78.33,0.77,48.88,2.08,3.56,5.69,0.9,0.28,1.98,74.74,13.12,12.14,2.29,0,0,8,2,1,5,0,44,17,38.02,48.45,3.73,1.58,6.94,2.59,4.52,33.94,1.99,2,"average social index, average migration rate",Arkonaplatz,Brunnenstraße Süd,Mitte
275,1100313,186,147,21,15,22,30,2,312,9,54,21,46.08,16.16,1.86,16.64,56.75,1.54,78.44,0.77,48.89,2.86,6.25,16.22,0.71,-0.2,0.52,24.36,43.83,31.81,1.95,0,0,3,1,0,4,0,34,6,18.58,30.77,4.82,3.04,8.59,11.97,6.2,34.86,4.58,2,"average social index, average migration rate",Heine-Viertel Ost,Alexanderplatz,Mitte
276,12400721,89,11,0,3,23,19,0,104,0,2,1,13.82,9.74,1.72,1.46,75.56,0.06,3.81,0.29,15.46,1.12,2.84,4.74,-0.1,0.32,-0.45,41.79,41.74,16.47,12.39,0,0,1,0,1,1,0,10,1,22.15,43.65,10.9,2.92,8.33,6.24,5.45,28.48,4.93,0,"high social index, low migration rate",Frohnau Ost,Nord 1 - Frohnau/Hermsdorf,Reinickendorf
277,1200519,79,92,3,7,39,25,1,103,2,35,1,50.84,14.53,6.69,4.41,59.13,1.19,87.17,0.84,52.36,7.66,16.35,41.85,2.21,-3.38,-7.1,67.55,30.81,1.64,2.23,0,1,2,0,0,2,0,27,3,15.38,31.6,7.5,5.85,5.32,14.27,15.04,22.57,5.35,3,"somewhat low social index, average migration rate",Emdener Straße,Moabit West,Mitte
278,3400721,116,51,7,2,44,18,3,160,13,18,3,17.64,10.51,1.64,20.26,66.1,1.64,45.55,0.45,29.48,2.88,5.49,7.53,0.55,0.07,1.49,69.98,5.93,24.09,3.35,0,0,4,1,2,1,0,39,11,22.08,42.9,10.19,3.33,12.27,3.61,7.66,27.59,2.63,0,"high social index, low migration rate",Florakiez,Pankow Zentrum,Pankow
279,2200209,136,147,16,9,36,30,0,193,21,50,11,40.62,14.4,5.64,4.93,63.4,2.54,131.87,0.63,48.02,4.11,8.39,16.12,0.8,-1.08,-1.66,69.99,15.8,14.21,2.81,0,1,4,1,1,3,0,46,4,28.29,39.74,5.71,3.42,3.08,13.33,9.2,26.93,4.28,2,"average social index, average migration rate",Viktoriapark,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg
280,5400944,74,20,0,0,6,8,0,57,0,1,0,17.06,9.89,1.49,1.78,73.97,0.08,6.77,0.11,8.13,0.67,4.28,2.66,0.08,3.14,1.5,7.19,81.36,11.45,1.36,0,0,1,0,0,1,0,7,0,16.39,31.36,10.74,7.62,9.6,7.63,0.0,33.9,9.88,0,"high social index, low migration rate",Kladower Damm,Gatow/Kladow,Spandau
281,2500830,69,227,8,12,50,28,3,150,12,90,1,39.3,13.97,0.74,8.39,52.41,3.05,152.35,1.12,84.34,4.49,7.78,11.4,0.75,-0.18,-1.83,61.75,23.43,14.82,2.14,0,0,4,2,1,2,1,46,13,31.28,42.35,4.7,4.28,6.64,2.93,9.41,32.1,2.3,2,"average social index, average migration rate",Niederbarnimstraße,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg
282,7501031,157,36,0,6,27,17,0,55,6,11,0,33.93,8.3,8.04,10.09,68.32,0.91,24.9,0.39,37.21,4.89,11.32,26.63,0.8,-1.07,-3.02,32.28,62.5,5.22,3.32,0,0,3,2,0,4,0,22,3,8.68,31.2,13.01,6.88,6.81,20.77,11.29,14.08,8.98,2,"average social index, average migration rate",Eisenacher Straße,Mariendorf Nord,Tempelhof-Schöneberg
283,8301037,75,12,0,0,9,9,0,65,7,3,1,53.72,8.22,6.64,27.0,73.04,0.23,3.69,0.25,24.11,11.23,21.5,48.81,3.81,0.0,3.78,0.05,99.91,0.05,3.54,0,1,1,0,2,0,1,12,2,2.72,19.87,13.82,7.36,5.92,33.94,12.9,7.2,12.81,1,"very low social index, very high migration rate",Gropiusstadt Süd-Ost,Gropiusstadt Ost,Neukölln
284,12601031,148,20,0,4,13,18,1,75,8,6,1,29.95,7.55,1.56,42.23,69.9,0.05,10.72,0.23,15.78,4.06,7.79,21.5,0.22,-0.41,-0.58,22.5,63.46,14.04,2.6,0,2,2,0,2,2,1,21,3,6.22,31.0,12.24,7.7,8.23,20.04,6.56,14.87,11.6,2,"average social index, average migration rate",Lübarser Straße,Rollbergesiedlung,Reinickendorf
285,4400728,109,19,2,1,10,18,0,38,2,2,3,36.84,12.38,7.95,9.01,68.32,0.74,48.16,0.9,57.8,1.53,3.25,3.55,0.29,0.15,-1.35,33.99,54.4,11.6,6.05,0,0,2,1,0,0,0,7,1,18.44,34.89,8.83,3.12,25.45,4.07,3.72,26.15,2.6,0,"high social index, low migration rate",Hagenplatz,Grunewald,Charlottenburg-Wilmersdorf
286,7200307,131,132,1,3,86,35,4,125,1,27,3,36.29,13.98,4.04,7.79,65.18,2.26,84.4,0.88,56.74,3.62,7.55,13.59,1.23,-0.46,0.34,44.95,53.51,1.54,3.05,0,2,6,0,3,4,0,46,7,21.01,35.75,7.19,4.96,9.39,12.51,6.22,24.26,6.92,2,"average social index, average migration rate",Bayerischer Platz,Schöneberg Südwest,Tempelhof-Schöneberg
287,9501737,79,27,0,1,16,14,0,131,2,4,0,8.76,10.57,0.95,15.2,67.2,0.3,24.13,0.22,22.61,2.28,3.67,6.83,0.62,-0.28,-0.93,55.18,25.55,19.27,7.87,0,0,2,1,1,1,1,12,18,14.11,47.32,17.94,3.07,13.04,0.46,7.9,27.22,1.0,0,"high social index, low migration rate",Alt-Friedrichshagen,Friedrichshagen,Treptow-Köpenick
288,10200524,96,8,2,1,24,11,0,125,5,6,1,18.79,8.62,2.55,38.33,65.45,0.0,0.0,0.09,6.07,3.79,11.64,31.89,0.8,0.98,6.05,0.0,85.02,14.98,1.96,0,1,3,1,1,1,2,20,10,3.63,23.06,8.59,2.95,28.45,0.94,17.66,25.75,1.19,2,"average social index, average migration rate",Adele-Sandrock-Straße,Hellersdorf Ost,Marzahn-Hellersdorf
289,3500932,88,18,1,1,10,16,1,42,15,8,0,13.94,10.29,1.74,21.06,63.26,0.56,44.53,0.24,22.25,5.1,8.83,20.92,0.35,-4.23,-8.24,63.77,24.82,11.41,3.11,0,1,1,0,2,3,0,21,7,12.0,33.24,11.42,6.36,14.16,1.01,17.48,26.73,1.01,0,"high social index, low migration rate",Bühringstraße,Weißensee,Pankow
290,7200413,168,121,5,8,52,32,3,240,11,41,7,38.66,13.96,4.03,7.85,65.19,2.25,83.92,0.88,56.53,3.41,8.86,14.0,0.89,-0.13,0.0,89.44,9.01,1.55,1.5,0,0,2,1,0,6,0,46,4,24.53,36.87,5.58,2.96,4.24,17.6,6.82,25.11,6.4,2,"average social index, average migration rate",Cheruskerstraße,Schöneberg Südost,Tempelhof-Schöneberg
291,2400520,112,83,3,8,35,35,4,223,26,26,5,31.66,14.62,1.12,37.39,59.7,0.69,120.87,0.82,56.41,7.11,11.03,33.33,1.98,-1.78,-3.36,12.67,84.49,2.84,5.11,0,0,3,0,3,6,3,46,18,10.89,26.08,5.99,3.77,13.83,4.57,11.92,36.44,3.4,3,"somewhat low social index, average migration rate",Barnimkiez,Karl-Marx-Allee Nord,Friedrichshain-Kreuzberg
292,2500836,133,18,3,3,21,12,0,481,6,11,6,22.9,13.97,0.74,8.38,52.42,3.05,152.27,1.12,84.3,1.44,3.48,3.89,0.21,0.9,1.08,12.81,0.99,86.21,2.43,0,1,1,0,0,0,0,11,10,24.67,39.74,7.1,3.74,10.36,3.55,5.47,33.3,3.84,0,"high social index, low migration rate",Stralauer Halbinsel,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg
293,12500928,83,16,0,0,12,17,0,62,3,7,0,19.04,7.55,1.56,42.2,69.9,0.05,10.72,0.23,15.78,2.9,5.09,12.25,0.66,0.14,3.23,40.49,47.52,11.99,7.75,0,0,3,1,0,3,0,15,1,19.59,42.56,14.33,4.11,7.59,10.65,6.02,22.96,6.11,0,"high social index, low migration rate",Waidmannslust,Nord 2 - Waidmannslust/Wittenau/Lübars,Reinickendorf
294,5100210,84,5,0,0,9,8,0,24,1,9,0,37.66,7.99,5.95,12.59,63.56,0.7,14.0,0.4,33.4,8.03,19.7,46.31,0.69,-3.34,-5.67,70.78,26.68,2.54,4.73,0,0,5,0,1,1,1,16,0,5.49,34.58,17.55,5.28,11.93,15.29,11.96,16.05,4.91,3,"somewhat low social index, average migration rate",Germersheimer Platz,Falkenhagener Feld,Spandau
295,8401246,151,12,0,1,20,19,0,251,3,5,1,27.04,7.9,18.56,9.79,73.55,0.03,12.49,0.2,10.64,4.54,9.37,25.62,1.49,0.69,3.91,10.8,68.96,20.25,2.2,0,0,2,1,0,0,0,15,1,8.06,30.4,17.45,7.77,4.89,22.73,12.37,14.08,7.77,2,"average social index, average migration rate",Waltersdorfer Chaussee Ost,Rudow,Neukölln
296,4500936,106,222,8,1,81,37,3,115,2,46,9,45.65,13.07,4.71,6.8,64.77,1.89,98.67,1.06,72.07,3.76,8.51,22.02,0.59,-0.65,-2.79,61.2,34.69,4.11,2.83,0,0,1,1,2,1,0,25,3,17.74,33.84,6.32,3.24,13.93,5.82,13.7,25.7,3.77,2,"average social index, average migration rate",Droysenstraße,Halensee,Charlottenburg-Wilmersdorf
297,2300419,100,204,8,7,27,29,1,270,10,74,4,51.27,12.69,7.37,9.35,68.15,1.6,90.73,0.63,42.45,6.22,12.94,24.55,1.24,-1.07,0.25,86.62,12.41,0.97,2.44,0,2,5,0,1,5,0,45,3,24.99,32.9,3.73,1.7,2.46,31.42,3.31,21.42,6.8,3,"somewhat low social index, average migration rate",Wrangelkiez,Südliche Luisenstadt,Friedrichshain-Kreuzberg
298,8100208,125,119,8,9,80,25,2,503,5,71,3,55.49,11.52,6.73,9.55,62.9,1.4,98.74,0.48,41.44,9.75,19.37,49.78,2.98,-2.48,-1.17,90.78,8.38,0.84,3.69,0,0,8,1,1,3,0,64,6,16.57,30.92,5.37,6.96,2.59,20.47,14.22,16.61,8.23,1,"very low social index, very high migration rate",Körnerpark,Neuköllner Mitte/Zentrum,Neukölln
299,7100101,159,199,5,1,59,42,3,153,4,65,14,49.01,11.27,12.55,18.6,66.07,1.17,70.67,0.67,49.15,4.75,11.04,21.2,1.02,-0.35,0.48,52.0,42.89,5.12,2.94,0,0,4,1,1,3,0,35,6,17.71,31.66,6.24,3.19,17.43,9.32,10.71,22.25,5.44,2,"average social index, average migration rate",Wittenbergplatz,Schöneberg Nordwest,Tempelhof-Schöneberg
300,3500935,56,37,5,3,39,19,0,203,6,7,0,25.41,10.29,1.73,21.08,63.25,0.56,44.62,0.24,22.33,4.81,7.46,9.94,0.35,-2.59,-4.89,73.96,13.3,12.74,2.02,0,2,1,1,1,4,0,34,6,23.7,45.5,9.45,5.78,10.51,4.2,7.42,24.62,1.97,2,"average social index, average migration rate",Behaimstraße,Weißensee,Pankow
301,2200212,110,188,13,7,50,32,1,194,1,58,1,47.75,14.38,5.64,4.95,63.39,2.53,131.75,0.63,47.96,7.96,17.33,34.88,2.49,-2.13,-1.84,70.8,27.46,1.74,4.95,0,0,5,3,3,2,0,59,3,24.42,35.63,4.43,3.05,2.47,20.95,11.88,20.31,5.72,3,"somewhat low social index, average migration rate",Graefekiez Süd,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg
302,5200524,50,1,0,0,2,5,0,1,2,2,0,28.87,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,1.93,4.31,9.84,0.48,0.3,1.31,14.21,6.9,78.89,5.8,0,0,1,0,0,0,0,9,0,4.76,24.92,8.33,5.65,15.07,16.95,9.06,17.57,10.78,0,"high social index, low migration rate",Döberitzer Weg,Heerstraße,Spandau
303,3400826,117,47,3,3,45,18,3,84,18,19,0,19.73,10.51,1.64,20.26,66.1,1.64,45.55,0.45,29.48,3.56,6.4,12.41,0.95,-0.75,0.44,49.93,44.9,5.16,2.55,0,0,3,2,1,5,0,40,14,21.33,41.71,10.78,3.1,12.82,2.47,9.36,29.12,1.41,0,"high social index, low migration rate",Tiroler Viertel,Pankow Süd,Pankow
304,1300836,216,134,16,15,64,36,2,457,9,83,4,64.58,10.26,23.0,19.7,63.94,0.64,44.18,0.33,25.42,10.68,26.08,61.48,3.06,-2.89,-0.43,56.99,37.74,5.27,3.46,0,0,8,1,3,3,2,76,11,10.76,25.86,6.0,6.32,5.26,24.16,16.88,14.32,7.2,1,"very low social index, very high migration rate",Humboldthain Nordwest,Brunnenstraße Nord,Mitte
305,11100101,109,8,0,1,9,18,1,208,7,1,0,8.47,8.04,0.55,52.91,71.1,0.12,1.33,0.17,14.05,0.69,2.67,3.64,-0.39,-0.64,-1.25,19.16,25.86,54.98,2.25,0,0,2,0,2,0,0,18,6,7.27,40.79,12.14,2.47,30.77,4.05,1.55,17.54,2.83,0,"high social index, low migration rate",Dörfer Malchow-Wartenberg,"Malchow, Wartenberg und Falkenberg",Lichtenberg
306,10300733,124,7,0,0,6,19,0,294,6,1,2,18.34,9.55,2.81,14.73,67.79,0.05,1.95,0.04,2.56,1.22,3.4,6.67,-0.31,-1.2,-4.47,33.38,15.35,51.28,5.25,0,0,1,1,0,1,0,10,5,4.01,31.86,13.92,8.02,35.27,1.72,5.15,16.82,1.15,0,"high social index, low migration rate",Alt-Biesdorf,Biesdorf,Marzahn-Hellersdorf
307,8100419,68,49,6,4,18,10,0,109,2,30,0,60.59,11.52,6.73,9.55,62.9,1.4,98.73,0.49,41.44,13.64,28.85,68.33,4.05,-2.93,-1.19,33.59,60.6,5.8,2.38,0,0,4,0,1,1,1,24,0,12.53,31.73,4.79,5.4,3.62,17.37,22.54,12.23,7.11,1,"very low social index, very high migration rate",Treptower Straße Nord,Rixdorf,Neukölln
308,5200633,77,17,0,0,15,8,0,35,9,3,0,27.47,8.82,10.45,19.87,67.09,0.32,15.61,0.32,29.07,7.49,13.48,38.66,1.77,-0.39,0.9,4.63,58.91,36.47,2.89,0,0,2,0,1,1,0,13,0,7.05,36.19,21.12,3.44,8.57,20.18,10.86,12.39,8.38,3,"somewhat low social index, average migration rate",Graetschelsteig,Wilhelmstadt,Spandau
309,7601544,108,17,1,0,41,16,1,55,2,5,1,30.62,8.34,9.91,15.31,70.22,0.54,9.61,0.31,22.89,6.3,13.02,27.88,1.14,-1.24,-4.04,15.71,75.0,9.29,2.87,0,0,2,2,2,0,0,11,2,6.62,31.26,19.81,4.14,9.71,14.58,13.19,20.16,6.97,3,"somewhat low social index, average migration rate",John-Locke-Straße,Lichtenrade Süd,Tempelhof-Schöneberg
310,6200423,113,12,1,1,9,21,0,30,3,3,0,27.19,9.29,6.23,9.62,68.98,1.13,20.77,0.43,31.97,3.01,7.09,19.78,0.45,-0.07,0.03,23.59,64.06,12.35,3.35,0,0,3,0,0,1,0,14,1,10.81,37.67,19.1,4.46,6.84,9.13,12.7,21.09,8.12,2,"average social index, average migration rate",Schütte-Lanz-Straße,Ostpreußendamm,Steglitz-Zehlendorf
311,6300525,48,4,1,1,3,8,0,38,11,2,0,24.88,10.84,3.52,2.48,68.34,0.67,30.73,0.55,44.53,4.12,8.67,19.54,0.92,0.04,0.39,5.11,88.35,6.54,3.48,0,0,2,0,0,1,0,6,0,11.57,35.93,12.58,4.36,8.95,6.76,14.83,23.86,5.31,2,"average social index, average migration rate",Zehlendorf Süd,Teltower Damm,Steglitz-Zehlendorf
312,3501037,128,12,2,0,11,19,1,183,9,6,2,17.85,10.29,1.73,21.08,63.25,0.56,44.56,0.24,22.28,6.55,8.99,22.38,1.64,-1.92,-3.6,43.11,38.36,18.53,2.14,0,2,3,0,0,0,0,11,11,10.84,34.82,10.31,6.55,19.1,2.18,12.66,23.02,1.67,2,"average social index, average migration rate",Rathaus Weißensee,Weißensee Ost,Pankow
313,11401136,89,18,0,5,37,24,0,584,57,10,5,28.78,9.49,2.04,31.11,61.22,0.82,38.51,0.21,20.71,4.18,7.05,22.94,0.7,-0.48,-1.79,1.01,92.32,6.67,4.93,0,0,5,0,3,1,1,19,4,4.36,21.62,6.99,6.57,24.06,2.94,14.1,27.95,2.76,2,"average social index, average migration rate",Volkradstraße,Friedrichsfelde Süd,Lichtenberg
314,7501032,84,9,0,0,3,7,0,38,2,4,0,34.32,8.31,8.01,10.11,68.31,0.92,24.95,0.39,37.22,5.39,12.88,28.51,0.86,-0.85,0.77,19.73,69.89,10.38,2.7,0,0,2,0,0,0,0,4,0,8.23,31.42,17.46,5.94,6.58,20.01,13.16,12.74,10.14,2,"average social index, average migration rate",Imbrosweg,Mariendorf Nord,Tempelhof-Schöneberg
315,9100203,124,16,1,1,4,18,0,351,18,11,6,19.84,10.72,0.59,18.72,65.14,0.91,35.06,0.55,36.02,5.6,9.34,30.63,1.41,-0.94,-1.06,40.8,58.63,0.57,7.55,0,0,3,0,1,0,1,13,5,13.37,36.87,12.75,4.61,6.07,6.14,16.59,26.04,3.69,2,"average social index, average migration rate",Plänterwald Ost,Plänterwald,Treptow-Köpenick
316,5300839,79,21,0,4,14,15,0,61,14,9,4,47.99,8.33,10.42,30.71,65.93,0.29,4.37,0.4,34.24,6.43,15.7,37.92,1.0,-2.04,-3.76,77.73,21.91,0.36,5.39,0,0,1,1,1,1,0,10,2,7.74,29.94,13.27,7.81,5.61,16.21,13.11,19.82,7.51,3,"somewhat low social index, average migration rate",Rohrdamm,Siemensstadt,Spandau
317,9401432,71,3,1,0,2,13,0,80,6,2,1,15.23,8.47,2.41,25.71,69.12,0.47,17.93,0.09,9.76,2.95,7.14,16.92,0.41,0.91,0.85,20.75,46.99,32.26,7.47,1,0,2,1,0,1,0,5,6,13.05,34.0,13.98,1.24,35.67,1.3,18.24,8.25,1.31,0,"high social index, low migration rate",Siedlung Kämmereiheide,Allende-Viertel,Treptow-Köpenick
318,5300735,42,5,0,2,2,6,0,65,14,0,0,55.35,8.33,10.42,30.67,65.92,0.29,4.37,0.4,34.25,3.68,8.94,17.26,2.98,5.13,13.9,1.49,7.06,91.45,1.85,0,0,0,0,0,0,0,6,0,3.76,24.09,15.93,4.26,9.5,27.14,8.29,11.59,15.13,2,"average social index, average migration rate",Haveleck,Haselhorst,Spandau
319,12601236,121,15,0,4,7,14,1,36,7,4,1,43.2,7.55,1.56,42.23,69.9,0.05,10.72,0.23,15.78,2.7,7.09,19.43,0.52,-2.23,-6.22,13.53,64.66,21.81,2.8,0,0,4,1,1,0,0,15,2,8.6,23.52,7.53,5.23,6.07,32.08,8.75,14.2,10.16,2,"average social index, average migration rate",Schorfheidestraße,MV Süd,Reinickendorf
320,11300724,94,25,1,4,34,22,1,273,11,14,1,27.28,8.72,0.59,32.85,62.09,0.44,10.65,0.06,6.99,5.12,10.33,26.24,0.62,-1.93,-2.39,68.61,31.38,0.01,2.06,0,0,4,0,2,2,1,17,13,11.58,33.04,11.61,4.81,12.42,2.61,13.75,31.38,1.99,2,"average social index, average migration rate",Roedeliusplatz,Alt-Lichtenberg,Lichtenberg
321,1100414,109,76,6,2,24,16,1,208,3,20,3,44.06,16.17,1.86,16.66,56.72,1.54,78.37,0.77,48.9,1.89,4.21,9.42,0.64,-0.5,1.09,58.41,27.44,14.15,1.97,0,0,4,0,1,3,0,16,9,30.68,42.26,4.87,1.45,9.77,3.18,7.9,33.33,2.1,2,"average social index, average migration rate",Nordbahnhof,Brunnenstraße Süd,Mitte
322,9300923,66,8,0,3,4,10,0,43,0,4,1,21.01,11.56,8.94,23.25,67.94,0.1,4.04,0.1,4.44,5.35,13.32,29.76,1.45,0.96,4.05,15.46,19.18,65.36,1.41,0,0,3,1,0,0,0,11,1,2.91,18.68,12.05,5.44,28.98,8.35,21.75,13.72,3.09,2,"average social index, average migration rate",Kölner Viertel,Altglienicke,Treptow-Köpenick
323,2100101,208,166,11,6,25,29,1,294,12,17,5,69.44,13.36,25.91,28.46,68.47,0.52,61.75,0.14,18.46,8.43,21.17,44.22,2.36,0.04,4.0,14.8,60.01,25.19,2.47,0,1,4,0,1,4,1,24,11,9.96,19.96,3.83,3.09,8.66,19.36,17.77,23.17,7.99,1,"very low social index, very high migration rate",Askanischer Platz,Südliche  Friedrichstadt,Friedrichshain-Kreuzberg
324,10400939,123,5,0,1,12,17,0,72,1,0,0,11.64,9.71,0.55,0.75,76.56,0.11,4.19,0.05,2.41,1.23,3.01,4.83,-0.01,1.04,1.09,32.49,17.99,49.52,2.04,0,0,1,0,1,1,0,8,4,10.21,44.41,16.39,7.13,27.32,4.99,4.28,11.17,0.71,0,"high social index, low migration rate",Alt-Mahlsdorf,Mahlsdorf,Marzahn-Hellersdorf
325,12400617,85,12,0,0,6,15,0,19,3,2,0,14.28,10.79,2.88,1.69,76.87,0.14,5.92,0.16,10.54,1.14,2.26,2.06,0.45,-1.03,-1.96,18.5,55.05,26.45,4.74,0,0,2,0,1,0,0,7,1,19.85,41.45,13.86,3.27,7.87,10.26,7.59,22.36,7.19,0,"high social index, low migration rate",Alt-Heiligensee,West 2 - Heiligensee/Konradshöhe,Reinickendorf
326,8200726,123,18,1,2,13,22,0,204,6,6,1,29.71,8.67,10.47,15.16,70.38,0.75,28.97,0.35,17.98,5.29,11.18,23.58,1.63,-0.49,0.81,80.88,17.47,1.65,4.8,0,1,1,1,2,0,1,15,2,9.14,31.53,14.58,6.0,7.07,21.39,11.11,11.75,11.15,2,"average social index, average migration rate",Hufeisensiedlung,Britz,Neukölln
327,7100102,123,192,5,5,53,36,4,109,4,57,14,56.99,11.22,12.7,18.82,66.06,1.14,70.39,0.66,48.98,6.66,16.88,39.36,1.93,-1.65,-2.42,50.98,45.92,3.1,2.8,0,0,5,1,2,6,0,29,4,14.43,25.48,4.5,5.8,9.75,17.6,15.25,20.07,6.04,3,"somewhat low social index, average migration rate",Kalckreuthstraße,Schöneberg Nordwest,Tempelhof-Schöneberg
328,2400623,153,57,7,4,15,32,1,159,14,26,6,45.69,14.63,1.12,37.49,59.7,0.69,121.01,0.82,56.38,5.78,13.33,37.24,1.23,-0.44,-2.29,9.46,84.09,6.45,2.44,0,0,4,2,1,2,2,29,7,11.57,24.02,5.01,6.53,12.22,5.69,12.4,35.69,3.46,3,"somewhat low social index, average migration rate",Andreasviertel,Karl-Marx-Allee Süd,Friedrichshain-Kreuzberg
329,5400942,91,14,0,0,3,8,0,83,2,0,1,20.43,9.89,1.49,1.78,73.97,0.08,6.76,0.11,8.12,2.21,3.84,8.37,-0.18,-3.39,-11.29,19.32,51.94,28.75,5.63,0,0,1,0,0,1,0,7,0,14.67,29.25,8.54,3.32,12.26,6.23,16.47,29.65,2.82,0,"high social index, low migration rate",Alt-Gatow,Gatow/Kladow,Spandau
330,1100309,258,510,36,10,50,36,2,382,6,125,25,40.97,16.17,1.84,16.66,56.71,1.54,78.4,0.77,48.92,2.93,6.34,12.84,0.91,0.48,1.73,63.59,18.95,17.47,1.35,0,0,5,1,1,9,0,35,36,31.44,42.86,4.67,2.26,8.89,4.16,5.5,34.7,1.63,2,"average social index, average migration rate",Oranienburger Straße,Alexanderplatz,Mitte
